horizon,model,framing,scheme,blend_w,params,cv_MAE,test_MAE,test_RMSE,test_MAPE,test2024_MAE,test2024_RMSE,test2024_MAPE,test2025_MAE,test2025_RMSE,test2025_MAPE,frozen_test_MAE
1,Ridge,ratio_ly,expand,0.5,"{""alpha"": 10.0}",74.7977764697363,81.56508109817231,107.15052350943425,17.124680142703756,79.24759774444604,100.68346219493763,18.8298747552962,84.26881167751964,114.23363050606683,15.135286428012568,104.86179406019
1,Ridge,ratio_ly,decay,0.0,"{""alpha"": 10.0}",86.06780837622976,77.55785122100124,108.29858751198442,17.56358671333257,72.6100345415906,103.27217091228545,17.808225682315975,83.33030401364705,113.88269092040005,17.27817458285193,149.39632632823088
1,Ridge,ratio_ly,decay,0.25,"{""alpha"": 10.0}",74.46291303484338,70.37427884666413,93.25553276536965,16.10959875279345,68.70380948814223,91.79193261967774,16.93981464763684,72.32315976493967,94.93455186706254,15.14101354214282,121.89671264863713
1,Ridge,ratio_ly,decay,0.5,"{""alpha"": 10.0}",72.83445559675306,67.90559628122908,87.46883976111651,15.861286022041785,72.34712152124325,93.96617059491392,18.106584132325622,62.72381683454589,79.2179320662512,13.241771560043968,97.51133602782505
1,Ridge,ratio_ly,window,0.0,"{""alpha"": 10.0}",89.23136032560285,84.3641618234132,130.58078067130057,18.422138161662286,90.62535209211612,144.07757321020813,20.674989396954846,77.0594398432598,112.81178568338339,15.793811720487632,171.2187472195844
1,Ridge,ratio_ly,window,0.25,"{""alpha"": 10.0}",77.72244331901067,74.91350602616649,105.37156201609733,16.678796855727477,80.62972843507076,114.12807707882908,18.86066029070365,68.24457988244485,94.13167481271569,14.133289514921943,134.75735834710832
1,Ridge,ratio_ly,window,0.5,"{""alpha"": 10.0}",74.7977764697363,70.41257857820598,90.54381299211232,16.034578385329922,79.56274507813832,99.57735896884438,19.047236318516404,59.73738432828488,78.7049490083981,12.519810796612365,104.86179406019
1,Ridge,ratio_blend,expand,0.0,"{""alpha"": 10.0}",60.29972573046283,81.86333685333359,112.86556693953263,16.8635603745696,65.32799354352883,89.90108756694538,15.364699157592234,101.15457071477253,134.80036584243786,18.612231794376516,122.46398311079074
1,Ridge,ratio_blend,expand,0.25,"{""alpha"": 10.0}",60.67587053231328,71.24501203585399,95.18885493710441,14.9144610268537,63.32708403566082,81.753132044186,14.809567740384372,80.48259470274603,108.78642161121914,15.036836527734588,102.23533819704224
1,Ridge,ratio_blend,expand,0.5,"{""alpha"": 50.0}",64.40500672547977,57.477593246508526,75.2017474403827,13.389956275599198,61.0389936159997,78.60961925958999,15.468831787352697,53.32262614876883,71.01951721671124,10.964601511886787,62.55220649699914
1,Ridge,ratio_blend,decay,0.0,"{""alpha"": 10.0}",58.705392572123785,58.40415825248083,79.21302028639558,13.573020775521371,54.507059163851224,71.62925617985621,13.679322878166653,62.95077385588204,87.23137928468518,13.449001655768544,102.20109407491401
1,Ridge,ratio_blend,decay,0.25,"{""alpha"": 10.0}",58.44782983282981,56.446531133907264,74.75139975614402,13.137882639880127,56.55482046007715,73.41835676388555,14.055960270093385,56.32019358670905,76.27717786923861,12.066792071297995,87.7813658677285
1,Ridge,ratio_blend,decay,0.5,"{""alpha"": 50.0}",64.22483224782462,56.20934687647205,72.4746836382595,13.76623730464395,59.85255491596242,77.97340806075442,15.61230848201568,51.95893749706661,65.47845757421919,11.612487597710262,59.77415054971356
1,Ridge,ratio_blend,window,0.0,"{""alpha"": 10.0}",60.29972573046283,62.40137754771948,87.24945993491981,13.91849188968805,62.389417772911266,87.18458700215416,14.604862438393987,62.41533061832903,87.3250841119969,13.117726249531128,122.46398311079074
1,Ridge,ratio_blend,window,0.25,"{""alpha"": 10.0}",60.67587053231328,59.47714684707927,78.62579078313176,13.353305297397903,62.67026452672114,80.42091705846684,14.697650247950463,55.75184288749711,76.47824024722422,11.78490285508658,102.23533819704224
1,Ridge,ratio_blend,window,0.5,"{""alpha"": 50.0}",64.40500672547977,55.830766183681064,72.73594511411413,13.323623964920255,60.57313227638199,78.57382517101576,15.322573492752836,50.29800574219665,65.2684306503114,10.991516182448914,62.55220649699914
2,Baseline: persistence,-,-,-,-,,67.03125,87.91028807824486,16.16115330523308,49.39393939393939,65.1766829472013,14.235735004178787,85.80645161290323,106.92505666089443,18.210792141839256,
2,Baseline: seasonal naive,-,-,-,-,,84.984375,106.97772840643047,20.279020762638904,115.54545454545455,134.28001047110925,28.69851029134203,52.45161290322581,66.57617514377192,11.316338361116228,
2,Baseline: seasonal + drift,-,-,-,-,,72.17390748371085,92.49371073305703,17.257637767297428,81.57541992688846,104.26142806345108,20.825202669852356,62.165845850650825,78.04069244796867,13.459907387158312,
2,Baseline: 4-week rolling mean,-,-,-,-,,97.3359375,116.60708765175897,24.370857392725352,75.87121212121212,93.82189162708694,21.72181299403651,120.18548387096774,136.75237363039952,27.19080788165218,
2,XGBoost,level,expand,0.0,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.05, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",55.73542032877604,59.09379470348358,79.09358398298394,13.849974414928838,53.467222502737336,72.15602427087593,13.55428310183231,65.08337156234249,85.864982361165,14.16474258693482,124.25622928142548
2,XGBoost,level,expand,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",68.62892751057943,60.412723898887634,80.06350933431308,13.864644641547175,59.99198659261068,81.56097904562021,14.699437967871868,60.86060554750504,78.43802047316281,12.975993681266045,114.11167764663696
2,XGBoost,level,expand,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",89.25475758870442,63.46713745594025,83.13860553155767,14.593423649575932,72.4719467163086,93.87060375459039,17.546460937809066,53.8813727594191,69.92715022067988,11.449867826618078,99.60671603679657
2,XGBoost,level,decay,0.0,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",50.18245920817057,58.10858726501465,77.67950371663,13.49250823188745,51.36446172540838,69.73570834908432,13.128847658029642,65.2878176781439,85.32697289857553,13.879630778252212,114.0078718662262
2,XGBoost,level,decay,0.25,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",63.22339080810547,56.970011949539185,75.306665820924,12.999359965702562,56.15832334576231,74.66632685417927,13.733754677891774,57.83406756001134,75.98238730924533,12.217584949501145,100.26114535331726
2,XGBoost,level,decay,0.5,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.05, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",85.93338073730469,60.773292541503906,79.46315021134258,14.03063739266432,68.6697611953273,87.97654811465792,16.790018852823213,52.36737429711126,69.25998096397404,11.093231322172592,90.29066026210785
2,XGBoost,level,window,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",55.7000156656901,54.20516061782837,72.98450260218502,12.250175350576452,50.953926317619555,68.16160033178107,12.764561455978086,57.66615196966356,77.79067935141663,11.702603044826326,111.52744841575623
2,XGBoost,level,window,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",66.93015462239583,54.73227298259735,73.09360329889984,12.363578554159668,56.86633508855646,75.01964129388901,13.893409521710867,52.46052945044733,70.9859033780605,10.735048814508389,99.56632721424103
2,XGBoost,level,window,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",88.0366098022461,60.429754972457886,79.79705537846485,13.850481106053724,70.25998826460405,90.47714555967634,17.04728800175016,49.965313080818426,66.571020855013,10.447428604183324,89.68481695652008
2,XGBoost,logratio,expand,0.0,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",85.34586010376613,77.02311277016997,103.0175234217087,16.4566828020997,55.90474822846326,81.91635187411508,12.998736675795925,99.5039524435997,121.51828764539007,20.137722226874676,109.87982911150903
2,XGBoost,logratio,expand,0.25,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",91.30673502743242,69.52723406255245,91.26259396740774,14.839546380365235,58.03733720246589,83.66244989556776,13.323104557602155,81.7584145910317,98.71214675833296,16.45382315943561,95.70484658214264
2,XGBoost,logratio,expand,0.5,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",104.54647013227145,68.72527244780213,87.78505229674406,15.223635050078027,72.20478278669444,94.77649082557059,17.217911251726775,65.02127757091677,79.67120741008034,13.100695867677741,86.57827029051259
2,XGBoost,logratio,decay,0.0,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",74.88948640505473,63.765157513320446,83.70382864407647,14.200355781207504,47.255747179190315,61.03897239908791,12.036012919386778,81.3396910948138,102.46245992315276,16.504333666371508,79.65266869775951
2,XGBoost,logratio,decay,0.25,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",82.46819986184438,59.61101074516773,77.14314433724289,13.32446388767802,51.241967006614715,68.26557889351902,12.768592913736205,68.51999278943384,85.58751347204053,13.916197505099953,75.07513055438176
2,XGBoost,logratio,decay,0.5,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",98.37539302905401,61.94522249698639,79.6175852977456,14.149101452348594,67.19947995109992,85.76651138493152,16.597900747643926,56.35198069099457,72.50114908845342,11.542315105743887,74.16363143268973
2,XGBoost,logratio,window,0.0,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",84.74767753839492,59.10823912266642,76.8441721359427,13.729523326887671,43.470275936704695,53.53912412901545,11.518126422204721,75.75510315933535,95.60153643453697,16.083590999614678,67.8629051297903
2,XGBoost,logratio,window,0.25,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",91.81096066574254,56.08446519286372,72.74691741094836,12.96694005760336,47.67096173672965,63.08865230230011,12.268416913730887,65.04077532358708,81.7844176165695,13.710529210757933,63.1262360336259
2,XGBoost,logratio,window,0.5,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",105.28188551068307,60.51032779784873,77.53070998383754,14.135313193984093,65.73476385528392,82.93896568077334,16.601253629058835,54.94883134961128,71.32432206698901,11.510279827614202,65.3558341851458
2,XGBoost,ratio_ly,expand,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",209.2912631356716,73.44442929234356,92.444532512908,17.240255451300783,50.091958278959446,66.41939678298543,13.246552804176323,98.30351133884922,113.78570194497196,21.491616333723595,105.66016476601362
2,XGBoost,ratio_ly,expand,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",159.15344048529863,69.63386502326466,86.42481923057201,16.331524287403294,59.68214311699072,79.33076710732445,14.792765623664042,80.22763350413692,93.38624788820665,17.96955770364185,96.00745229329914
2,XGBoost,ratio_ly,expand,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",109.80688384711742,71.1814075014554,87.13997803601791,16.894789162245456,76.56901137485649,95.86751038435516,18.694501682714517,65.44621628138327,76.76670236561428,14.978966156584834,89.09014220163226
2,XGBoost,ratio_ly,decay,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",251.1780927300453,74.40068897698075,96.55580807606874,16.697163251922976,48.45966924681808,65.55918878006968,12.522586037403697,102.01532288328293,121.1290037429731,21.141068028669302,109.80263664666563
2,XGBoost,ratio_ly,decay,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",191.16272106587888,71.10064958664589,88.35766444177622,16.07259511841408,58.90042136564399,78.39773564388001,14.41554440778989,84.08798930577693,97.85244914499023,17.83655232649789,98.5002960243728
2,XGBoost,ratio_ly,decay,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",133.07744297623634,71.5161145455204,87.49454943040391,16.610109986527466,75.46712081901956,95.13739112840994,18.376220471818954,67.31020464147291,78.54562886507625,14.730056889281688,90.5990720926784
2,XGBoost,ratio_ly,window,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",209.2912631356716,70.8219642098993,89.15582402767141,15.904210513710638,51.074103797927044,68.97870306748652,13.42585053855598,91.84388013232139,106.51437470437855,18.542464680810752,105.66016476601362
2,XGBoost,ratio_ly,window,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",159.15344048529863,69.04789004521444,84.68637864066866,15.726031330597925,62.14827285887617,81.55660068262702,15.543820222514649,76.3926438242197,87.89570134328089,15.919997994041418,96.00745229329914
2,XGBoost,ratio_ly,window,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",109.80688384711742,70.40241330955178,86.57579850339845,16.439483432137898,78.08899608976913,97.44123844720265,19.175764065968252,62.21992196286878,73.2594539494139,13.526668563866872,89.09014220163226
2,XGBoost,ratio_blend,expand,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",106.82304864890422,57.81021932363373,73.84172483991314,13.484045701646274,45.39052864375102,59.09908315422974,11.686558969144096,71.03118036996051,86.8270931349478,15.39749932011634,60.26792512301007
2,XGBoost,ratio_blend,expand,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",85.41752273092072,59.25825958384972,74.6390638281778,13.833527505712883,55.0078257111046,73.39156094294262,13.685940631960044,63.78291499677194,75.94453624791143,13.990636113256224,64.08679227919876
2,XGBoost,ratio_blend,expand,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",74.49464529173534,65.44755034534333,81.29611735929139,15.351936031625263,72.92312057076828,91.87272542693944,17.83472240138611,57.48968526666518,68.25947489453041,12.708969896073393,69.9752230260697
2,XGBoost,ratio_blend,decay,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",102.47533624537607,55.251985668137664,72.15156900714622,12.900610287705893,42.923435015778075,56.75074371394339,11.166283267697358,68.37592668516561,85.5519050434604,14.746829373521427,60.061274385174386
2,XGBoost,ratio_blend,decay,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",85.0057673415639,57.85797029199052,73.1421466890361,13.497282267776093,55.270142046670394,71.91837440137421,13.8931354650123,60.61275519829904,74.42276290704267,13.075890154589159,64.60598889222373
2,XGBoost,ratio_blend,decay,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",75.81799544116153,64.25009947208454,79.8908552643757,15.159913848797007,71.74886095692266,89.98952968372724,17.73784830852193,56.267546923708466,67.50037284791918,12.415661036831771,69.44633000742971
2,XGBoost,ratio_blend,window,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",106.82304864890422,59.265863070425766,74.05505604801503,13.710972363922464,46.88554769612806,58.82437594744021,12.191851159932247,72.44490846887173,87.39889035550603,15.328101387524947,60.26792512301007
2,XGBoost,ratio_blend,window,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",85.41752273092072,59.81085662136037,74.66078922655205,13.932262650093847,56.14110237569387,73.3107240928967,14.198479518307858,63.717369205456954,76.07163132287059,13.648870500059578,64.08679227919876
2,XGBoost,ratio_blend,window,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",74.49464529173534,65.58946248402044,81.22566094901812,15.372947717054897,73.49651575532968,91.8748222052724,18.123339309814114,57.172276743594466,68.08307881751877,12.44511150540799,69.9752230260697
2,LightGBM,level,expand,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",61.923861520696306,64.67097633895034,86.29972137989034,14.85380747780907,52.517842300445,74.63926498658901,13.581201624570385,77.60818354123026,97.18712019578133,16.2085169344825,136.08203298836847
2,LightGBM,level,expand,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",73.67330373683181,63.14348811907003,82.08791256944016,14.395781710909677,59.46878779393149,80.1451053235718,14.80826973543484,67.05526588454009,84.10676280176125,13.956681555769984,118.01435313389422
2,LightGBM,level,expand,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",93.06626739289923,66.46626075814322,84.66474252832394,15.257741224311577,74.68856029721361,93.7229648463294,18.275788479596514,57.713490281068275,73.81052148673238,12.044981242879228,102.3404679004981
2,LightGBM,level,decay,0.0,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",60.82906201254708,55.8771066759539,77.33055310939257,13.22368808731703,48.81793182096845,67.67938521808333,12.649356311596732,63.39171216674486,86.42812627874002,13.83507352598702,109.88166418996701
2,LightGBM,level,decay,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",73.95340338938821,57.73757346963619,77.62321946082854,13.290418841364499,55.70639819423466,75.90526209040979,13.694905779199651,59.89979231119265,79.41118348481697,12.85983597205611,99.36122369951568
2,LightGBM,level,decay,0.5,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",92.56388194600099,60.892821953396236,79.67431489096752,14.189241841700383,70.29087689216662,89.22723932026645,17.345191859911868,50.888440889543894,68.04701060070157,10.829682144894615,88.9000252786296
2,LightGBM,level,window,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",61.06351505622314,56.979167142762876,75.28447689583385,13.082933158302628,52.671534137928504,67.56360879866853,13.53006044312138,61.56471195436075,82.71529031641508,12.606958951882675,111.036210763291
2,LightGBM,level,window,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",72.94142472820606,55.86654889617979,75.02425015341123,12.55008605919141,57.51663620202699,76.22369486598623,14.00728663743935,54.110004344794085,73.72598228082887,10.998872540411343,99.05357741385265
2,LightGBM,level,window,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",92.76199041342007,61.63971240948882,81.1070094373425,14.048137181940362,72.920111350236,92.029896213682,17.76336338911446,49.631545795145044,67.56613185930314,10.0932189614002,88.85857108913422
2,LightGBM,logratio,expand,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",85.76963140911103,74.68607014084932,96.74952441475162,16.680361236697877,48.93686931683381,59.79047885183025,12.732359735227023,102.09650972770454,124.57649100476011,20.883072512457172,78.0507878154149
2,LightGBM,logratio,expand,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",93.48614986233174,66.65446465063076,84.81835001859776,14.80749819584226,49.949636344993934,65.53019244754327,12.483875251169273,84.43702381469572,101.39621389495146,17.28103229823609,72.05606030951284
2,LightGBM,logratio,expand,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",106.33211624395373,67.65620199963166,84.05005636175915,15.355329144272172,64.83596505951529,83.27804168026293,16.109108124529552,70.65838971007811,84.86416145842033,14.552919262062701,73.64635447902191
2,LightGBM,logratio,decay,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",74.86133832194004,61.740839842947715,79.1565477285822,14.122145552722328,48.75991219689949,59.20846859513252,12.68938134885984,75.55924669196676,95.93720530774985,15.647346156834013,71.18535955029773
2,LightGBM,logratio,decay,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",85.75155827282383,57.52493963111229,74.39725670670843,13.205466354165218,52.705257678573275,68.0673698939663,13.383184436074732,62.65556880639574,80.59104442555613,13.016282589551867,67.92375256379096
2,LightGBM,logratio,decay,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",101.70702185288401,60.94714323705382,78.45016642636803,14.19854288257349,69.09531611119823,86.19699115614485,17.273686173349088,52.273281790383955,69.25782331598101,10.92500325045753,69.18255131162408
2,LightGBM,logratio,window,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",89.50325099028528,58.90173105569352,76.52599725366912,13.558601339759994,43.33530882607742,56.58187492170084,11.34817148516553,75.47243859044615,93.17843194371473,15.91163957207023,62.523178782284006
2,LightGBM,logratio,window,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",92.13170975963078,56.016227752061766,72.33145514462446,12.90006315503833,47.75290380093326,64.0388421773595,12.235200379635401,64.81266937745664,80.22259408809713,13.607820303047902,62.11157600461894
2,LightGBM,logratio,window,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",103.33481629823285,60.006630432994015,76.83057254447675,13.994884888434331,64.73720706172713,82.7080324480581,16.415551438412585,54.97085531208456,70.03398836685142,11.418046302973607,64.26980234491262
2,LightGBM,ratio_ly,expand,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",284.50042693467145,78.3590962598141,101.85650088541746,18.220697123835183,50.29667343573159,69.45766058896409,13.801459969445599,108.23199797577288,127.60570509663869,22.925046352701514,112.51474916977223
2,LightGBM,ratio_ly,expand,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",214.98977847964898,74.64775143155137,91.68085369781924,17.532811846991674,62.18673002434248,81.95783233004995,16.075119856145058,87.91270970374151,101.00788927615773,19.084548482409044,99.44524835995169
2,LightGBM,ratio_ly,expand,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",150.09537183746104,74.34827873800887,89.03466135465104,17.792637447463218,78.95362931707112,97.71959169870583,19.885258039288058,69.44580876674905,78.74377091273058,15.565009075520639,90.08414548157985
