horizon,model,framing,scheme,blend_w,params,cv_MAE,test_MAE,test_RMSE,test_MAPE,test2024_MAE,test2024_RMSE,test2024_MAPE,test2025_MAE,test2025_RMSE,test2025_MAPE,frozen_test_MAE
3,XGBoost,ratio_ly,expand,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",87.24030038237572,75.36760416050112,91.96273300490661,18.313535553138955,79.48799567164913,99.7908629646897,20.021541414709844,71.24721264935309,83.4030706402708,16.605529691568066,93.03133258511943
3,XGBoost,ratio_ly,decay,0.0,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",170.19482133150103,73.39389834865447,94.89349235505335,17.054435140478724,51.43741212544903,72.10387905393574,13.5705599952541,95.35038457185992,113.1838345703685,20.538310285703343,126.98270437313664
3,XGBoost,ratio_ly,decay,0.25,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",130.857636308074,67.12604606632263,87.02308134059885,15.718121345099686,55.63978463940082,81.1422250286898,14.0635753780391,78.61230749324444,92.53092828572747,17.372667312160264,111.16605726100745
3,XGBoost,ratio_ly,decay,0.5,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",94.52664469361305,68.66239354975762,86.4467818525938,16.29681978421768,72.67218113618512,95.88949445878274,17.99719419746468,64.65260596333012,75.83730637212108,14.59644537097068,96.81643568844565
3,XGBoost,ratio_ly,window,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",159.0980089688301,73.69168294918153,91.32151368308602,17.356474469192708,55.896813698353306,75.20694706386233,15.12216878388753,91.48655220000974,104.99120361284345,19.59078015449789,114.91580457841197
3,XGBoost,ratio_ly,window,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",120.25324640452862,70.08433206739926,85.95015135982311,16.692076213647944,64.24729837188798,85.2798149937815,16.72447408062492,75.92136576291054,86.61529998897085,16.659678346670965,102.41999991382322
3,XGBoost,ratio_ly,window,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",87.24030038237572,70.55975597856506,86.93775484797281,16.974540970273846,79.12260328858129,99.42007983918212,19.998586942085,61.99690866854883,72.3325249164101,13.95049499846269,93.03133258511943
3,XGBoost,ratio_blend,expand,0.0,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.05, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",82.01252919077996,62.24563874806423,79.4451667167836,15.343488258639711,52.080419335289704,69.18187702897357,13.950901510498747,72.41085816083874,88.52647581409224,16.736075006780673,79.22504997117956
3,XGBoost,ratio_blend,expand,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",71.6645487775164,60.34027026381019,77.63801380214605,14.79588778130371,60.4284285412263,80.09001921863357,15.432234072066976,60.252111986394084,75.1059997326668,14.159541490540448,75.00874121090492
3,XGBoost,ratio_blend,expand,0.5,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",69.79025989039182,63.70979152437464,81.94775540032647,15.687559210157259,72.56885851524873,93.34251127108098,18.48637187824713,54.8507245335005,68.68802530217035,12.888746542067386,77.93574008328795
3,XGBoost,ratio_blend,decay,0.0,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",82.3323054325798,60.12250223980427,76.82843135318778,14.749862202755883,51.4848879290427,68.17602998341901,13.712928769824432,68.76011655056584,84.60050037726091,15.786795635687328,77.52253689000342
3,XGBoost,ratio_blend,decay,0.25,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",68.36924028904481,58.110781745911815,75.09016710324501,14.323165279984865,55.401503769566624,76.12786127766022,14.672114550174745,60.82005972225703,74.0379303362529,13.974216009794988,76.6226028722033
3,XGBoost,ratio_blend,decay,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",68.11387277424649,63.72773265413766,82.01136955319214,15.562756603034059,73.56570124530785,94.4453592045428,18.609047753564294,53.88976406296745,67.31867197669145,12.516465452503828,79.0228956482774
3,XGBoost,ratio_blend,window,0.0,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.05, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",82.01252919077996,57.15152185009485,72.45701619403273,14.028446559980662,51.008722934816305,66.83339136640326,13.738922950046911,63.2943207653734,77.67455303991018,14.31797016991441,79.22504997117956
3,XGBoost,ratio_blend,window,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",71.6645487775164,56.989964946267385,72.9354014998809,13.852690969649139,58.69397472508243,77.28113988637391,14.988494259813695,55.285955167452364,68.31376875682065,12.71688767948459,75.00874121090492
3,XGBoost,ratio_blend,window,0.5,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",69.79025989039182,62.14578022169021,80.47206792579885,15.220780103915175,73.09912843970152,93.63010846294769,18.652181242691086,51.19243200367888,64.69088206019008,11.789378965139258,77.93574008328795
3,LightGBM,level,expand,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",72.33091070874013,77.07631180051195,100.08822358928381,17.759187111722024,74.41174374906808,101.62966951524041,18.48788289625138,79.74087985195582,98.52266377204768,17.030491327192667,157.7051135298331
3,LightGBM,level,expand,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",80.15442095679737,69.7980877499729,91.92534857177357,15.94153314733714,71.19984214998755,98.09654442252761,17.255116703137173,68.39633334995824,85.30889398206503,14.62794959153711,135.24288197562413
3,LightGBM,level,expand,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",94.81943347652941,68.24241946104351,90.32111569653284,15.631829699746048,77.5455093850997,104.08835010602772,18.491311406990473,58.93932953698731,74.03663453681523,12.772347992501606,112.82585526621236
3,LightGBM,level,decay,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",68.01799576840445,60.62888487438503,82.57006903938488,14.014094438432299,57.29127003169408,83.21924155119964,14.395828588510376,63.966499717075955,81.9157520748034,13.632360288354208,131.18133617853763
3,LightGBM,level,decay,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",78.15098257431373,58.94101250539244,79.42640351547823,13.60690386056056,60.84524333032473,84.72377030626943,14.991101454708321,57.0367816804602,73.74950776715488,12.222706266412802,111.15283769941138
3,LightGBM,level,decay,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",93.87757676523476,61.850773425365816,82.9492288909886,14.41016447947403,72.1825398877265,95.51771658929071,17.697017283488776,51.51900696300514,68.09930223421657,11.123311675459275,96.86999796392651
3,LightGBM,level,window,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",72.61803528065279,63.70633652550745,83.71917755970377,14.561630487687527,67.48824217388598,86.07366660214566,17.16572828074995,59.92443087712893,81.29652698737559,11.957532694625106,113.59848554905551
3,LightGBM,level,window,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",79.52913926372649,60.05301317779557,81.72083965561616,13.65090927823073,68.62019322182704,90.35832761276734,17.00862925650122,51.48583313376406,72.05528363042963,10.293189299960243,101.1802524055883
3,LightGBM,level,window,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",94.47894854633755,61.40694982198191,85.3113227540433,14.162055174033677,76.68891902368995,100.98199860468917,18.9144862012541,46.12498062027385,66.02029640869273,9.40962414681326,91.03374744699012
3,LightGBM,logratio,expand,0.0,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",86.2518375666249,88.97701370650799,128.49168775299208,20.648748744652867,65.59527563826175,87.22772251485642,17.281016488904864,112.35875177475418,159.410012446195,24.01648100040088,127.14640482568025
3,LightGBM,logratio,expand,0.25,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",88.80959270670643,78.84672928359855,108.90617692570872,18.30049428655961,66.80781990538631,88.99815683741403,17.24226416278147,90.88563866181082,125.6997964385408,19.35872441033775,108.70818225227802
3,LightGBM,logratio,expand,0.5,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",100.3903195630345,74.95490124571656,97.1447110051875,17.49414204497595,76.63300408627084,98.85388391177514,19.44177686454866,73.27679840516228,95.40492329078245,15.546507225403225,96.59277687399239
3,LightGBM,logratio,decay,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",83.86632087890003,62.7214645022869,88.01903738037001,14.459444428956225,44.54483079442601,64.8997419322775,11.662041248910144,80.8980982101478,106.22017407186702,17.256847609002303,92.03979660061151
3,LightGBM,logratio,decay,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",88.50940467825767,58.61618561681498,80.70568201649348,13.628151505762286,51.56293523397986,72.77790531887466,13.279731396928726,65.6694359996501,87.92150315418655,13.976571614595844,85.15081320681541
3,LightGBM,logratio,decay,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",99.69699675109622,62.565645725884345,81.78597250936276,14.779194096234486,69.10120152678466,89.28442572343651,17.488724638024554,56.030089924984026,73.526742902434,12.0696635544444,82.20222054147926
3,LightGBM,logratio,window,0.0,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",91.18423845614332,62.35716109684469,85.44003170253323,14.187256193432981,50.26382732448664,70.46621526528477,12.631521871928994,74.45049486920276,98.15554258851769,15.742990514936967,81.91791897061196
3,LightGBM,logratio,window,0.25,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",91.4207208005062,58.4744513153102,78.87439802188116,13.49961730816371,53.087469603715824,74.99741447217325,13.417790604438212,63.86143302690456,82.56954129167319,13.581444011889218,74.97999027846618
3,LightGBM,logratio,window,0.5,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",101.04694526038178,61.43679150633918,80.76492225017296,14.422338509990732,68.12992094024898,89.62294022461944,17.124520025423028,54.74366207242939,70.80730130182378,11.72015699455842,74.55278548152263
3,LightGBM,ratio_ly,expand,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",186.26960908606407,87.67850298505039,110.98903438403474,20.67684195823239,60.415069045254455,78.62385815402762,16.25874197016672,114.94193692484632,135.8507285073445,25.094941946298054,136.0553447091891
3,LightGBM,ratio_ly,expand,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",145.00218725128707,79.83390865017338,98.4773282900797,19.00766878478151,66.57102395367068,86.94644813411972,17.242789001279597,93.09679334667615,108.79284687499035,20.77254856828342,116.25125128510969
3,LightGBM,ratio_ly,expand,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",106.53479150085806,76.33153717736327,93.00093546003647,18.479579880067583,79.83758492165497,100.02128030276565,20.21497225681457,72.8254894330716,85.40545345280543,16.7441875033206,100.40783965308542
3,LightGBM,ratio_ly,decay,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",138.0284174949282,74.40996690949306,96.8863221352299,17.419023363593706,52.974591224366954,76.07939088505863,13.565493125901346,95.84534259461923,113.95545233266172,21.272553601286067,99.66720159215097
3,LightGBM,ratio_ly,decay,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",110.27427793647233,70.70931216570297,89.61489390843872,16.687876150187417,61.486072513613856,84.79169865560766,15.324313611419708,79.93255181779202,94.19143410914856,18.051438688955123,93.22325818106304
3,LightGBM,ratio_ly,decay,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",89.93279271257032,70.91246340844538,88.83901467732395,16.869295454840945,75.26169647576978,98.52751703905658,18.576672910355168,66.56323034112091,77.95556069834899,15.161917999326716,87.20797857232161
3,LightGBM,ratio_ly,window,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",186.26960908606407,70.42967553226644,87.34755550009695,17.137910651105337,58.820801656634096,78.07641436365576,15.969671959736099,82.03854940789876,95.72494149279883,18.30614934247458,136.0553447091891
3,LightGBM,ratio_ly,window,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",145.00218725128707,68.1665972375859,82.0119890621263,16.72415504999454,67.4736451040719,86.14326697774672,17.827553829459376,68.8595493710999,77.66125323643249,15.6207562705297,116.25125128510969
3,LightGBM,ratio_ly,window,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",106.53479150085806,69.434487581524,83.8524618857615,17.09303358187639,80.95032138604725,99.30652351308217,20.928322879918753,57.918653777000706,64.81269255594793,13.257744283834027,100.40783965308542
3,LightGBM,ratio_blend,expand,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",88.33436387229335,62.97548881478219,80.26709602391787,15.397607343931984,53.97492489603393,72.6563916009692,14.533647129792923,71.97605273353044,87.2161806533187,16.261567558071043,67.56532513039457
3,LightGBM,ratio_blend,expand,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",76.21635357582582,63.819648192328465,79.54155133333671,15.720618339483716,62.28678024619952,81.18274670502613,16.24061118042592,65.3525161384574,77.86577177717594,15.200625498541504,67.75253736384138
3,LightGBM,ratio_blend,expand,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",71.57486004837368,67.31281387681115,84.1008368474202,16.442313346605072,76.84369433746822,96.24014206698538,19.428055435760022,57.7819334161541,69.88373610361172,13.456571257450117,71.31933428391359
3,LightGBM,ratio_blend,decay,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",95.93445361720435,59.84324966830245,77.87986007462932,14.852209507004751,52.31556246935975,70.04352927833519,13.78972710480805,67.37093686724516,84.99676003661956,15.914691909201462,69.88449757983294
3,LightGBM,ratio_blend,decay,0.25,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",77.76927577265582,58.47572153429855,75.2627923648848,14.342271485920238,58.88318104411319,79.16248728675608,15.243542689603512,58.068262024483886,71.14967628664031,13.441000282236972,71.05177961328162
3,LightGBM,ratio_blend,decay,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",73.58396826495293,63.84381645508768,82.66828487568336,15.61175896161839,73.73721228485451,94.93308023009307,18.53443438875775,53.95042062532088,68.23342968516961,12.689083534479034,74.12871026266868
3,LightGBM,ratio_blend,window,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",88.33436387229335,59.27957909514029,74.59623157657565,14.441692126675182,49.51911039968308,67.63311431082293,13.150381531780141,69.0400477905975,80.96269128105465,15.733002721570216,67.56532513039457
3,LightGBM,ratio_blend,window,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",76.21635357582582,60.71510056016251,75.87897957067528,15.067566887048049,60.869527491930334,78.92783456402064,15.764429679762825,60.560673628394674,72.70237968875915,14.370704094333265,67.75253736384138
3,LightGBM,ratio_blend,window,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",71.57486004837368,65.37541984402387,82.00876625404852,16.014313454855174,76.85620071508134,95.03406773427476,19.4303809891735,53.8946389729664,66.47857891757023,12.598245920536858,71.31933428391359
3,RandomForest,level,expand,0.0,"{""max_depth"": 4, ""min_samples_leaf"": 2}",75.15526986334247,66.8059176717891,84.12022901932255,15.672088356917612,61.36681266790991,81.13467488593328,15.818980497237323,72.24502267566827,87.00339298947173,15.525196216597905,116.67705971826642
3,RandomForest,level,expand,0.25,"{""max_depth"": 4, ""min_samples_leaf"": 2}",85.85400298447153,62.54557259258692,79.49922330620927,14.504222267527778,63.01537954743397,82.63492637977555,15.786779888838245,62.075765637739885,76.23465061761699,13.221664646217304,99.22512294359608
3,RandomForest,level,expand,0.5,"{""max_depth"": 4, ""min_samples_leaf"": 2}",101.03619204794502,62.81473026412998,82.26060316809203,14.609675998677801,70.2556879543318,93.96181458814021,17.40455936438787,55.373772573928164,68.59147954710258,11.814792632967727,90.1482900662606
3,RandomForest,level,decay,0.0,"{""max_depth"": 4, ""min_samples_leaf"": 4}",64.59750063259914,64.86203609531151,81.52080468706168,15.370273585440172,56.1926876639226,74.38723883412965,14.971067928486256,73.53138452670045,88.07849846748225,15.769479242394087,107.2998453426718
3,RandomForest,level,decay,0.25,"{""max_depth"": 4, ""min_samples_leaf"": 4}",77.57053500564503,61.453202426276675,76.73885892263213,14.425560387333034,58.41313176457054,75.42403518262617,14.853021058881271,64.49327308798283,78.03153115417669,13.998099715784804,91.99948194005604
3,RandomForest,level,decay,0.5,"{""max_depth"": 6, ""min_samples_leaf"": 4}",95.1735842961754,61.8374815799769,80.04861928645555,14.531883970074922,66.16676225638345,88.44601785622643,16.507225580143633,57.50820090357034,70.66020679782845,12.556542360006203,85.07910994350055
3,RandomForest,level,window,0.0,"{""max_depth"": 4, ""min_samples_leaf"": 2}",75.63623788138749,62.43069006843325,78.52476423091672,14.577002843949119,58.6275911003627,74.13196151121221,15.66035275450143,66.2337890365038,82.684517762047,13.493652933396804,94.401107921505
3,RandomForest,level,window,0.25,"{""max_depth"": 4, ""min_samples_leaf"": 2}",87.22403386933536,58.55696239021072,75.5234991069011,13.611017896740455,58.31780841871416,76.55922417447928,15.039317307088625,58.796116361707305,74.47337127122695,12.182718486392282,86.85620409685556
3,RandomForest,level,window,0.5,"{""max_depth"": 4, ""min_samples_leaf"": 2}",102.5158990892093,60.30714052938994,80.00046175718097,14.166178057933228,66.79321423699653,89.90464285885807,16.952082591164245,53.821066821783354,68.68262484169871,11.38027352470222,82.82448108331597
3,RandomForest,logratio,expand,0.0,"{""max_depth"": 6, ""min_samples_leaf"": 4}",95.42077328200486,76.81683918864731,104.9243214620129,17.03057765361745,56.26738726346461,79.1374046253131,13.790470284535768,97.36629111383,125.52090526162212,20.270685022699123,98.37079226560921
3,RandomForest,logratio,expand,0.25,"{""max_depth"": 4, ""min_samples_leaf"": 4}",94.98242048368486,70.98961815689856,93.85156010993167,15.820649441220638,60.18719848713058,81.47165209569111,14.853398073945822,81.79203782666656,104.77881739614601,16.787900808495454,85.81345610281268
3,RandomForest,logratio,expand,0.5,"{""max_depth"": 4, ""min_samples_leaf"": 4}",104.60423625548101,69.27890984815211,89.00150744904364,15.777657513170418,72.42826020823968,94.09938563510333,17.86454807418401,66.12955948806456,83.59331480148668,13.690766952156826,80.97555815111146
3,RandomForest,logratio,decay,0.0,"{""max_depth"": 4, ""min_samples_leaf"": 4}",79.72671393838263,69.34173998821805,93.77072159269107,15.883126223806046,55.089044447994695,70.82953924915873,14.238496655270044,83.59443552844142,112.11187638149603,17.52775579234205,85.59014482352086
3,RandomForest,logratio,decay,0.25,"{""max_depth"": 4, ""min_samples_leaf"": 4}",84.15606860506671,61.652120925234456,83.70029704270905,14.1822687385489,54.109925400536184,74.03263726425742,13.729260776657096,69.19431644993271,92.36150751137804,14.635276700440702,77.52642452931194
3,RandomForest,logratio,decay,0.5,"{""max_depth"": 4, ""min_samples_leaf"": 4}",97.69032545980615,62.89135161935237,82.59897180372502,14.715033978771949,66.49471102418858,88.40189826398118,16.685647798662814,59.287992214516166,76.35630078382428,12.74442015888108,75.45844776464166
3,RandomForest,logratio,window,0.0,"{""max_depth"": 4, ""min_samples_leaf"": 4}",95.20209969844859,62.58336212828306,84.61419724865624,14.664224303793585,49.02574066004233,64.78497948706274,12.700263928323787,76.14098359652378,100.60830574525083,16.628184679263384,66.56924826163154
3,RandomForest,logratio,window,0.25,"{""max_depth"": 4, ""min_samples_leaf"": 4}",94.63470603409557,57.762083220924374,78.46028184694968,13.53011741678877,51.62974184850285,70.67552480099327,13.193060876380894,63.894424593345896,85.53947538481718,13.867173957196648,60.868581879610176
3,RandomForest,logratio,window,0.5,"{""max_depth"": 4, ""min_samples_leaf"": 4}",104.33644521972774,60.78467733745144,80.66174974738048,14.330628142768614,66.07614850027512,87.04610971025281,16.608554769521362,55.49320617462775,73.72659309183292,12.052701516015869,64.53013891559962
3,RandomForest,ratio_ly,expand,0.0,"{""max_depth"": 6, ""min_samples_leaf"": 2}",184.86084657665936,72.16110179585621,92.75065480470829,18.238131667955535,52.1459221551713,72.02382658494246,15.53810193357805,92.17628143654109,109.62634873727416,20.938161402333034,98.46661711905045
3,RandomForest,ratio_ly,expand,0.25,"{""max_depth"": 6, ""min_samples_leaf"": 2}",141.33013673235132,67.34956733778276,86.3562164384706,16.953107163859507,58.281312806769236,81.21476954291167,16.18376346850565,76.41782186879627,91.20829700870259,17.722450859213364,91.54083455573412
3,RandomForest,ratio_ly,expand,0.5,"{""max_depth"": 6, ""min_samples_leaf"": 2}",99.52483613309278,68.87098760339597,86.71753454211057,17.297080028761183,75.15002609228222,96.00139677442156,19.823310259488633,62.59194911450974,76.31247218826266,14.770849798033739,85.76919639539163
3,RandomForest,ratio_ly,decay,0.0,"{""max_depth"": 4, ""min_samples_leaf"": 2}",166.1704818088864,70.95112226620098,91.66007163443392,17.726433831189222,50.56561565772517,67.88838062295055,14.638492831776324,91.33662887467683,110.42782819766272,20.814374830602127,96.04532117436587
3,RandomForest,ratio_ly,decay,0.25,"{""max_depth"": 4, ""min_samples_leaf"": 2}",127.43819725521347,65.78210055847308,85.62980050276725,16.261970727300056,54.65736548015887,77.69968925492282,14.754301394446761,76.9068356367873,92.88532584846689,17.769640060153346,88.50980839173779
3,RandomForest,ratio_ly,decay,0.5,"{""max_depth"": 4, ""min_samples_leaf"": 2}",91.3214986311946,68.23629087657113,86.33603285901408,16.832942866831335,72.35328469339738,93.59899443909624,18.700037726982703,64.11929705974488,78.40312098160092,14.965848006679963,83.41593439067061
3,RandomForest,ratio_ly,window,0.0,"{""max_depth"": 6, ""min_samples_leaf"": 2}",184.86084657665936,71.59233997426301,92.6121724230882,17.63824222029385,52.73556025958766,72.24364678058835,15.625746655648474,90.4491196889384,109.24689680576391,19.65073778493923,98.46661711905045
