year,week,nasa_rain_sum,nasa_rain_mean,nasa_rain_max_daily,nasa_wet_days,temp_c_mean,temp_c_max,humidity_pct_mean
2023,17,12.319999999999999,1.7599999999999998,11.28,1,20.284285714285716,23.33,56.75285714285714
2023,18,3.28,0.4685714285714285,3.17,1,23.754285714285714,24.68,34.46714285714286
2023,19,32.75,4.678571428571429,13.32,5,22.971428571428568,23.81,52.221428571428575
2023,20,29.02,4.145714285714286,11.68,6,22.805714285714288,24.5,58.114285714285714
2023,21,0.14,0.02,0.08,0,25.868571428571425,27.05,41.705714285714286
2023,22,5.26,0.7514285714285714,3.82,1,27.225714285714286,28.35,41.65428571428571
2023,23,86.36,12.337142857142856,23.53,6,26.237142857142857,27.76,61.392857142857146
2023,24,10.59,1.512857142857143,6.06,3,25.552857142857142,26.33,66.32857142857142
2023,25,51.29,7.327142857142857,17.57,6,23.84,25.47,79.87571428571428
2023,26,62.400000000000006,8.914285714285715,34.34,5,23.391428571428573,24.2,86.80714285714285
2023,27,87.84,12.54857142857143,25.14,7,23.557142857142857,24.22,88.72571428571429
2023,28,63.95,9.135714285714286,18.55,7,23.83857142857143,24.29,83.43285714285715
2023,29,97.4,13.914285714285715,32.43,7,22.795714285714286,23.18,88.54714285714286
2023,30,49.78,7.111428571428571,17.82,7,23.544285714285714,24.67,87.34
2023,31,149.04,21.291428571428572,44.27,7,22.804285714285715,23.17,93.28571428571429
2023,32,36.07,5.152857142857143,9.31,7,23.150000000000002,23.68,89.91714285714285
2023,33,132.38,18.91142857142857,34.84,7,22.412857142857142,22.95,93.10571428571428
2023,34,17.740000000000002,2.5342857142857147,6.69,5,22.494285714285716,23.42,91.27428571428571
2023,35,36.7,5.242857142857143,14.5,6,22.714285714285715,23.62,86.30571428571429
2023,36,50.42,7.202857142857143,17.84,5,22.68,22.88,89.03428571428572
2023,37,44.66,6.38,11.24,7,21.75142857142857,22.73,88.16571428571429
2023,38,17.72,2.531428571428571,5.34,5,21.935714285714283,23.13,88.87857142857142
2023,39,36.23,5.175714285714285,12.06,5,21.09714285714286,21.47,90.24571428571429
2023,40,3.5,0.5,1.38,1,19.877142857142854,20.88,80.97285714285714
2023,41,5.5600000000000005,0.7942857142857144,3.45,2,17.837142857142858,18.84,75.67999999999999
2023,42,0.0,0.0,0.0,0,17.652857142857144,18.23,72.78571428571429
2023,43,0.04,0.005714285714285714,0.04,0,17.50857142857143,18.46,74.38428571428572
2023,44,0.0,0.0,0.0,0,16.017142857142858,16.27,73.17428571428572
2023,45,0.0,0.0,0.0,0,16.927142857142858,17.72,74.78999999999999
2023,46,0.0,0.0,0.0,0,15.802857142857144,16.94,72.96428571428571
2023,47,0.0,0.0,0.0,0,15.728571428571428,16.05,67.23714285714286
2023,48,3.48,0.49714285714285716,2.52,1,13.981428571428571,15.83,67.07857142857144
2023,49,0.01,0.0014285714285714286,0.01,0,11.924285714285714,12.3,60.19714285714286
2023,50,0.0,0.0,0.0,0,12.975714285714286,13.87,62.80285714285714
2023,51,0.0,0.0,0.0,0,12.882857142857144,13.12,65.03714285714285
2023,52,0.0,0.0,0.0,0,11.597142857142858,12.02,57.93428571428571
2024,1,0.0,0.0,0.0,0,11.444285714285714,12.27,56.01142857142857
2024,2,0.0,0.0,0.0,0,9.672857142857142,11.29,57.01857142857143
2024,3,0.0,0.0,0.0,0,9.185714285714285,9.86,52.050000000000004
2024,4,0.2,0.028571428571428574,0.19,0,10.552857142857144,11.26,51.55285714285714
2024,5,0.01,0.0014285714285714286,0.01,0,11.467142857142857,13.6,43.25714285714286
2024,6,1.01,0.1442857142857143,0.55,0,13.797142857142857,14.59,44.75571428571429
2024,7,1.25,0.17857142857142858,0.95,0,13.355714285714285,15.57,42.972857142857144
2024,8,1.97,0.2814285714285714,1.95,1,15.447142857142856,16.4,43.05714285714286
2024,9,0.06,0.008571428571428572,0.06,0,15.842857142857143,16.32,37.65
2024,10,0.01,0.0014285714285714286,0.01,0,17.94857142857143,18.6,32.62428571428571
2024,11,39.730000000000004,5.675714285714286,32.52,3,16.424285714285713,18.62,53.95428571428572
2024,12,0.5800000000000001,0.08285714285714287,0.54,0,19.634285714285713,22.31,49.34142857142857
2024,13,0.0,0.0,0.0,0,22.28142857142857,23.2,31.88714285714286
2024,14,4.13,0.59,3.34,1,21.552857142857142,22.54,28.117142857142856
2024,15,1.83,0.26142857142857145,1.06,1,24.332857142857144,25.59,32.971428571428575
2024,16,0.0,0.0,0.0,0,24.87142857142857,25.89,26.521428571428572
2024,17,0.15,0.02142857142857143,0.15,0,24.611428571428572,26.64,21.374285714285715
2024,18,42.16,6.022857142857142,11.82,7,21.025714285714287,23.6,66.66714285714286
2024,19,13.54,1.9342857142857142,6.55,3,24.681428571428572,26.19,52.33714285714286
2024,20,26.22,3.7457142857142856,8.63,4,24.99285714285714,26.93,61.79857142857143
2024,21,16.4,2.3428571428571425,4.32,5,26.604285714285712,27.99,53.71714285714285
2024,22,25.66,3.665714285714286,11.3,5,25.461428571428574,27.6,52.089999999999996
2024,23,9.88,1.4114285714285715,5.53,4,27.364285714285717,27.88,50.970000000000006
2024,24,54.78,7.825714285714286,15.45,6,26.080000000000002,28.16,68.76571428571428
2024,25,290.12,41.44571428571429,114.32,7,23.810000000000002,25.87,87.30571428571429
2024,26,166.51,23.787142857142857,55.36,7,22.964285714285715,23.5,92.22
2024,27,72.62,10.374285714285715,19.74,7,23.06142857142857,23.94,91.43714285714286
2024,28,47.03,6.718571428571429,15.15,7,23.89428571428571,24.4,90.26285714285714
2024,29,44.26,6.322857142857143,12.27,6,24.232857142857142,25.5,86.71571428571428
2024,30,94.12,13.445714285714287,40.67,7,23.454285714285714,24.18,88.5657142857143
2024,31,150.73000000000002,21.532857142857146,52.07,7,22.524285714285714,22.98,92.41285714285713
2024,32,84.33999999999999,12.048571428571426,32.44,7,23.125714285714285,23.57,89.24571428571429
2024,33,10.99,1.57,4.57,3,22.765714285714285,23.11,86.19285714285715
2024,34,17.990000000000002,2.5700000000000003,5.57,5,22.868571428571425,23.99,90.00714285714285
2024,35,25.72,3.674285714285714,13.17,3,22.722857142857144,23.28,88.98571428571428
2024,36,23.19,3.312857142857143,9.41,5,22.967142857142857,23.58,87.68714285714285
2024,37,5.49,0.7842857142857144,2.73,3,23.255714285714284,24.92,81.5942857142857
2024,38,290.54,41.50571428571429,93.26,5,21.261428571428574,24.91,90.00571428571428
2024,39,15.360000000000001,2.1942857142857144,6.95,3,21.75142857142857,22.36,91.06857142857143
